Parameter,Value
Input Neurons,784
Hidden Neurons,[30]
Output Neurons,10
Epochs,30
Mini Batch Size,10
Learning Rate,0.01
Accuracy,6338 / 10000

Epoch,Cost,Accuracy
30,1.2924628045983695,7983

Input Neurons,784
Hidden Neurons,"[10, 10, 10, 10, 10]"
Output Neurons,10
Epochs,30
Mini Batch Size,10
Learning Rate,0.01
Accuracy,2845 / 10000

Epoch,Cost,Accuracy
1,3.402023488938304,1315
2,3.339320190609888,1160
3,3.294162656252286,1267
4,3.2553296638723137,1270
5,3.228646365822919,1638
6,3.218009209504623,1489
7,3.2088355359945586,1888
8,3.1964014693452274,1935
9,3.180802462423064,1950
10,3.164533287379366,1963
11,3.144842430961427,2074
12,3.1247758561709262,2130
13,3.103725443360276,2147
14,3.0856115410607075,2157
15,3.066309840638047,2161
16,3.0461702663438777,2178
17,3.0316747317862087,2182
18,3.0149753785628803,2405
19,2.9992126358552533,2425
20,2.989427588739771,2422
21,2.9767997275406843,2428
22,2.9668960264579054,2514
23,2.9533531034499414,2500
24,2.9422056425933056,2554
25,2.9322284133426293,2620
26,2.9205661811293573,2608
27,2.9109736444382497,2799
28,2.901101783051709,2820
29,2.890012069511198,2877
30,2.87650849668032,2845

Input Neurons,784
Hidden Neurons,"[10, 10, 10, 10, 10]"
Output Neurons,10
Epochs,30
Mini Batch Size,10
Learning Rate,0.05
Accuracy,6083 / 10000

Epoch,Cost,Accuracy
1,3.2509800275732768,1184
2,3.24665228653048,1220
3,3.2401429541250986,1322
4,3.2273064207729174,1864
5,3.1934955882858542,1880
6,3.1203511314536274,2334
7,3.025384729078929,2550
8,2.9483769485173137,2650
9,2.881726794299717,2985
10,2.810957679519267,3244
11,2.726533513757342,3340
12,2.645494123476897,3531
13,2.5407140953268574,3771
14,2.4742588946563138,4213
15,2.425109491912748,4227
16,2.301961618973569,4843
17,2.288645091771707,4972
18,2.204704816238876,4993
19,2.168321518476251,5275
20,2.1261230242973324,5212
21,2.108853547899559,5246
22,2.0432064374122385,5426
23,2.1293253780520103,5165
24,2.053610321010626,5609
25,2.011253625426182,5986
26,1.94303092583702,5898
27,1.905153155892133,5944
28,1.8609080960857367,6180
29,1.8862033384417094,6233
30,1.8794552773145003,6083

Input Neurons,784
Hidden Neurons,"[10, 10, 10, 10, 10]"
Output Neurons,10
Epochs,30
Mini Batch Size,10
Learning Rate,0.1
Accuracy,6953 / 10000

Epoch,Cost,Accuracy
1,3.2473845087362174,1068
2,3.221157319729208,1283
3,3.0824347437664086,1800
4,2.9520579866209737,2285
5,2.886096003830179,3149
6,2.8452822442662726,3353
7,2.7006301147020286,3446
8,2.555701697985942,3548
9,2.432924129045576,4073
10,2.3425188578005725,4477
11,2.287827913824062,4778
12,2.263276504543742,4561
13,2.2056816455530126,4961
14,2.1617463286090355,5316
15,2.185941803544662,5315
16,2.085544708202584,5304
17,2.0679245133576307,5567
18,1.9982912900193586,5818
19,1.8112112778888454,6529
20,1.920586017366918,6129
21,2.0052085514932996,6009
22,1.7769974819084344,6489
23,1.9151797867079023,5900
24,1.820118200292199,6486
25,1.960611563972041,6022
26,1.8208373261715192,6519
27,1.7657470443514862,6421
28,1.7271645286533377,6497
29,1.6580191079763893,6683
30,1.626951773920633,6953

